postcode_district,postcode_sector
HR4,HR4 7
HR4,HR4 8
HR4,HR4 9
HR5,HR5 3
HR6,HR6 0
HR6,HR6 6
HR6,HR6 8
HR6,HR6 9
HR7,HR7 4
HR8,HR8 1
HR8,HR8 2
HR8,HR8 9
HR9,HR9 5
HR9,HR9 6
HR9,HR9 7
HR9,HR9 9
HS1,HS1 2
HS1,HS1 9
HS2,HS2 0
HS2,HS2 9
HS3,HS3 3
HS4,HS4 3
HS5,HS5 3
HS6,HS6 5
HS7,HS7 5
HS8,HS8 5
HS9,HS9 5
HU1,HU1 1
HU1,HU1 2
HU1,HU1 3
HU1,HU1 4
HU10,HU10 6
HU10,HU10 7
HU10,HU10 9
HU11,HU11 4
HU11,HU11 5
HU12,HU12 0
HU12,HU12 8
HU12,HU12 9
HU13,HU13 0
HU13,HU13 3
HU13,HU13 9
HU14,HU14 3
HU14,HU14 9
HU15,HU15 1
HU15,HU15 2
HU16,HU16 4
HU16,HU16 5
HU16,HU16 9
HU17,HU17 0
HU17,HU17 5
HU17,HU17 6
HU17,HU17 7
HU17,HU17 8
HU17,HU17 9
HU18,HU18 1
HU19,HU19 2
HU2,HU2 0
HU2,HU2 8
HU2,HU2 9
HU20,HU20 3
HU3,HU3 1
HU3,HU3 2
HU3,HU3 3
HU3,HU3 4
HU3,HU3 5
HU3,HU3 6
HU4,HU4 6
HU4,HU4 7
HU4,HU4 9
HU5,HU5 1
HU5,HU5 2
HU5,HU5 3
HU5,HU5 4
HU5,HU5 5
HU6,HU6 0
HU6,HU6 7
HU6,HU6 8
HU6,HU6 9
HU7,HU7 0
HU7,HU7 3
HU7,HU7 4
HU7,HU7 5
HU7,HU7 6
HU7,HU7 9
HU8,HU8 0
HU8,HU8 7
HU8,HU8 8
HU8,HU8 9
HU9,HU9 1
HU9,HU9 2
HU9,HU9 3
HU9,HU9 4
HU9,HU9 5
HU9,HU9 9
HX1,HX1 1
HX1,HX1 2
HX1,HX1 3
HX1,HX1 4
HX1,HX1 5
HX1,HX1 9
HX2,HX2 0
HX2,HX2 6
HX2,HX2 7
HX2,HX2 8
HX2,HX2 9
HX3,HX3 0
HX3,HX3 5
HX3,HX3 6
HX3,HX3 7
HX3,HX3 8
HX3,HX3 9
HX4,HX4 0
HX4,HX4 8
HX4,HX4 9
HX5,HX5 0
HX5,HX5 9
HX6,HX6 1
HX6,HX6 2
HX6,HX6 3
HX6,HX6 4
HX7,HX7 5
HX7,HX7 6
HX7,HX7 7
HX7,HX7 8
HX7,HX7 9
IG1,IG1 1
IG1,IG1 2
IG1,IG1 3
IG1,IG1 4
IG1,IG1 8
IG1,IG1 9
IG10,IG10 1
IG10,IG10 2
IG10,IG10 3
IG10,IG10 4
IG10,IG10 9
IG11,IG11 0
IG11,IG11 1
IG11,IG11 7
IG11,IG11 8
IG11,IG11 9
IG2,IG2 6
IG2,IG2 7
IG3,IG3 8
IG3,IG3 9
IG4,IG4 5
IG5,IG5 0
IG6,IG6 1
IG6,IG6 2
IG6,IG6 3
IG7,IG7 4
IG7,IG7 5
IG7,IG7 6
IG8,IG8 0
IG8,IG8 1
IG8,IG8 7
IG8,IG8 8
IG8,IG8 9
IG9,IG9 5
IG9,IG9 6
IP1,IP1 1
IP1,IP1 2
IP1,IP1 3
IP1,IP1 4
IP1,IP1 5
IP1,IP1 6
IP1,IP1 9
IP10,IP10 0
IP11,IP11 0
IP11,IP11 1
IP11,IP11 2
IP11,IP11 3
IP11,IP11 4
IP11,IP11 6
IP11,IP11 7
IP11,IP11 9
IP12,IP12 1
IP12,IP12 2
IP12,IP12 3
IP12,IP12 4
IP12,IP12 9
IP13,IP13 0
IP13,IP13 6
IP13,IP13 7
IP13,IP13 8
IP13,IP13 9
IP14,IP14 1
IP14,IP14 2
IP14,IP14 3
IP14,IP14 4
IP14,IP14 5
IP14,IP14 6
IP14,IP14 9
IP15,IP15 5
IP16,IP16 4
IP17,IP17 1
IP17,IP17 2
IP17,IP17 3
IP17,IP17 9
IP18,IP18 6
IP19,IP19 0
IP19,IP19 1
IP19,IP19 8
IP19,IP19 9
IP2,IP2 0
IP2,IP2 8
IP2,IP2 9
IP20,IP20 0
IP20,IP20 9
IP21,IP21 4
IP21,IP21 5
IP22,IP22 1
IP22,IP22 2
IP22,IP22 4
IP22,IP22 5
IP22,IP22 9
IP23,IP23 7
IP23,IP23 8
IP23,IP23 9
IP24,IP24 1
IP24,IP24 2
IP24,IP24 3
IP24,IP24 9
IP25,IP25 5
IP25,IP25 6
IP25,IP25 7
IP26,IP26 4
IP26,IP26 5
IP27,IP27 0
IP27,IP27 1
IP27,IP27 9
IP28,IP28 1
IP28,IP28 3
IP28,IP28 6
IP28,IP28 7
IP28,IP28 8
IP28,IP28 9
IP29,IP29 4
IP29,IP29 5
IP3,IP3 0
IP3,IP3 8
IP3,IP3 9
IP30,IP30 0
IP30,IP30 9
IP31,IP31 1
IP31,IP31 2
IP31,IP31 3
IP32,IP32 6
IP32,IP32 7
IP33,IP33 1
IP33,IP33 2
IP33,IP33 3
IP33,IP33 9
IP4,IP4 1
IP4,IP4 2
IP4,IP4 3
IP4,IP4 4
IP4,IP4 5
IP5,IP5 1
IP5,IP5 2
IP5,IP5 3
IP6,IP6 0
IP6,IP6 8
IP6,IP6 9
IP7,IP7 5
IP7,IP7 6
IP7,IP7 7
IP7,IP7 9
IP8,IP8 3
IP8,IP8 4
IP9,IP9 1
IP9,IP9 2
IP98,IP98 1
IP98,IP98 6
IP98,IP98 9
IV1,IV1 1
IV1,IV1 3
IV1,IV1 9
IV10,IV10 8
IV11,IV11 8
IV12,IV12 4
IV12,IV12 5
IV12,IV12 9
IV13,IV13 7
IV14,IV14 9
IV15,IV15 0
IV15,IV15 9
IV16,IV16 9
IV17,IV17 0
IV18,IV18 0
IV19,IV19 1
IV19,IV19 9
IV2,IV2 3
IV2,IV2 4
IV2,IV2 5
IV2,IV2 6
IV2,IV2 7
IV2,IV2 8
IV20,IV20 1
IV21,IV21 2
IV22,IV22 2
IV23,IV23 2
IV24,IV24 3
IV25,IV25 3
IV26,IV26 2
IV27,IV27 4
IV27,IV27 9
IV28,IV28 3
IV3,IV3 5
IV3,IV3 8
IV30,IV30 1
IV30,IV30 4
IV30,IV30 5
IV30,IV30 6
IV30,IV30 8
IV30,IV30 9
IV31,IV31 6
IV32,IV32 7
IV36,IV36 1
IV36,IV36 2
IV36,IV36 3
IV36,IV36 9
IV4,IV4 7
IV40,IV40 8
IV41,IV41 8
IV42,IV42 8
IV43,IV43 8
IV44,IV44 8
IV45,IV45 8
IV46,IV46 8
IV47,IV47 8
IV48,IV48 8
IV49,IV49 9
IV5,IV5 7
IV51,IV51 9
IV52,IV52 8
IV53,IV53 8
IV54,IV54 8
IV55,IV55 8
IV56,IV56 8
IV6,IV6 7
IV63,IV63 6
IV63,IV63 7
IV7,IV7 8
IV8,IV8 8
IV9,IV9 8
IV99,IV99 1
KA1,KA1 1
KA1,KA1 2
KA1,KA1 3
KA1,KA1 4
KA1,KA1 5
KA1,KA1 9
KA10,KA10 6
KA10,KA10 7
KA10,KA10 9
KA11,KA11 1
KA11,KA11 2
KA11,KA11 3
KA11,KA11 4
KA11,KA11 5
KA12,KA12 0
KA12,KA12 2
KA12,KA12 8
KA12,KA12 9
KA13,KA13 6
KA13,KA13 7
KA13,KA13 9
KA14,KA14 3
KA15,KA15 1
KA15,KA15 2
KA16,KA16 9
KA17,KA17 0
KA18,KA18 1
KA18,KA18 2
KA18,KA18 3
KA18,KA18 4
KA18,KA18 9
KA19,KA19 7
KA19,KA19 8
KA19,KA19 9
KA2,KA2 0
KA2,KA2 9
KA20,KA20 3
KA20,KA20 4
KA20,KA20 9
KA21,KA21 5
KA21,KA21 6
KA21,KA21 9
KA22,KA22 7
KA22,KA22 8
KA23,KA23 9
KA24,KA24 4
KA24,KA24 5
KA24,KA24 9
KA25,KA25 6
KA25,KA25 7
KA26,KA26 0
KA26,KA26 9
KA27,KA27 8
KA28,KA28 0
KA29,KA29 0
KA3,KA3 1
KA3,KA3 2
KA3,KA3 3
KA3,KA3 4
KA3,KA3 5
KA3,KA3 6
KA3,KA3 7
KA30,KA30 0
KA30,KA30 8
KA30,KA30 9
KA4,KA4 8
KA5,KA5 5
KA5,KA5 6
KA6,KA6 5
KA6,KA6 6
KA6,KA6 7
KA7,KA7 1
KA7,KA7 2
KA7,KA7 3
KA7,KA7 4
KA7,KA7 9
KA8,KA8 0
KA8,KA8 8
KA8,KA8 9
KA9,KA9 1
KA9,KA9 2
KA9,KA9 9
KT1,KT1 1
KT1,KT1 2
KT1,KT1 3
KT1,KT1 4
KT1,KT1 9
KT10,KT10 0
KT10,KT10 1
KT10,KT10 8
KT10,KT10 9
KT11,KT11 1
KT11,KT11 2
KT11,KT11 3
KT11,KT11 9
KT12,KT12 1
KT12,KT12 2
KT12,KT12 3
KT12,KT12 4
KT12,KT12 5
KT12,KT12 9
KT13,KT13 0
KT13,KT13 3
KT13,KT13 8
KT13,KT13 9
KT14,KT14 6
KT14,KT14 7
KT14,KT14 9
KT15,KT15 1
KT15,KT15 2
KT15,KT15 3
KT15,KT15 9
KT16,KT16 0
KT16,KT16 6
KT16,KT16 8
KT16,KT16 9
KT17,KT17 1
KT17,KT17 2
KT17,KT17 3
KT17,KT17 4
KT17,KT17 9
KT18,KT18 5
KT18,KT18 6
KT18,KT18 7
KT19,KT19 0
KT19,KT19 7
KT19,KT19 8
KT19,KT19 9
KT2,KT2 5
KT2,KT2 6
KT2,KT2 7
KT20,KT20 5
KT20,KT20 6
KT20,KT20 7
KT20,KT20 9
KT21,KT21 1
KT21,KT21 2
KT21,KT21 9
KT22,KT22 0
KT22,KT22 2
KT22,KT22 7
KT22,KT22 8
KT22,KT22 9
KT23,KT23 3
KT23,KT23 4
KT24,KT24 5
KT24,KT24 6
KT3,KT3 3
KT3,KT3 4
KT3,KT3 5
KT3,KT3 6
KT3,KT3 9
KT4,KT4 7
KT4,KT4 8
KT4,KT4 9
KT5,KT5 8
KT5,KT5 9
KT6,KT6 4
KT6,KT6 5
KT6,KT6 6
KT6,KT6 7
KT7,KT7 0
KT8,KT8 0
KT8,KT8 1
KT8,KT8 2
KT8,KT8 8
KT8,KT8 9
KT9,KT9 1
KT9,KT9 2
KT9,KT9 9
KW1,KW1 4
KW1,KW1 5
KW10,KW10 6
KW11,KW11 6
KW12,KW12 6
KW13,KW13 6
KW14,KW14 7
KW14,KW14 8
KW14,KW14 9
KW15,KW15 1
KW15,KW15 9
KW16,KW16 3
KW16,KW16 9
KW17,KW17 2
KW2,KW2 6
KW3,KW3 6
KW5,KW5 6
KW6,KW6 6
KW7,KW7 6
KW8,KW8 6
KW9,KW9 6
KY1,KY1 1
KY1,KY1 2
KY1,KY1 3
KY1,KY1 4
KY10,KY10 2
KY10,KY10 3
KY10,KY10 9
KY11,KY11 1
KY11,KY11 2
KY11,KY11 3
KY11,KY11 4
KY11,KY11 7
KY11,KY11 8
KY11,KY11 9
KY12,KY12 0
KY12,KY12 2
KY12,KY12 7
KY12,KY12 8
KY12,KY12 9
KY13,KY13 0
KY13,KY13 3
KY13,KY13 8
KY13,KY13 9
KY14,KY14 6
KY14,KY14 7
KY15,KY15 4
KY15,KY15 5
KY15,KY15 7
KY15,KY15 9
KY16,KY16 0
KY16,KY16 6
KY16,KY16 8
KY16,KY16 9
KY2,KY2 5
KY2,KY2 6
KY2,KY2 9
KY3,KY3 0
KY3,KY3 9
KY4,KY4 0
KY4,KY4 8
KY4,KY4 9
KY5,KY5 0
KY5,KY5 8
KY5,KY5 9
KY6,KY6 1
KY6,KY6 2
KY6,KY6 3
KY7,KY7 4
KY7,KY7 5
KY7,KY7 6
KY7,KY7 9
KY8,KY8 1
KY8,KY8 2
KY8,KY8 3
KY8,KY8 4
KY8,KY8 5
KY8,KY8 6
KY8,KY8 9
KY9,KY9 1
KY99,KY99 0
KY99,KY99 1
KY99,KY99 2
KY99,KY99 3
KY99,KY99 4
KY99,KY99 5
KY99,KY99 6
KY99,KY99 7
KY99,KY99 8
KY99,KY99 9
L1,L1 0
L1,L1 1
L1,L1 2
L1,L1 3
L1,L1 4
L1,L1 5
L1,L1 6
L1,L1 7
L1,L1 8
L1,L1 9
L10,L10 0
L10,L10 1
L10,L10 2
L10,L10 3
L10,L10 4
L10,L10 5
L10,L10 6
L10,L10 7
L10,L10 8
L10,L10 9
L11,L11 0
L11,L11 1
L11,L11 2
L11,L11 3
L11,L11 4
L11,L11 5
L11,L11 6
L11,L11 7
L11,L11 8
L11,L11 9
L12,L12 0
L12,L12 1
L12,L12 2
L12,L12 3
L12,L12 4
L12,L12 5
L12,L12 6
L12,L12 7
L12,L12 8
L12,L12 9
L13,L13 0
L13,L13 1
L13,L13 2
L13,L13 3
L13,L13 4
L13,L13 5
L13,L13 6
L13,L13 7
L13,L13 8
L13,L13 9
L14,L14 0
L14,L14 1
L14,L14 2
L14,L14 3
L14,L14 4
L14,L14 5
L14,L14 6
L14,L14 7
L14,L14 8
L14,L14 9
L15,L15 0
L15,L15 1
L15,L15 2
L15,L15 3
L15,L15 4
L15,L15 5
L15,L15 6
L15,L15 7
L15,L15 8
L15,L15 9
L16,L16 0
L16,L16 1
L16,L16 2
L16,L16 3
L16,L16 4
L16,L16 5
L16,L16 6
L16,L16 7
L16,L16 8
L16,L16 9
L17,L17 0
L17,L17 1
L17,L17 2
L17,L17 3
L17,L17 4
L17,L17 5
L17,L17 6
L17,L17 7
L17,L17 8
L17,L17 9
L18,L18 0
L18,L18 1
L18,L18 2
L18,L18 3
L18,L18 4
L18,L18 5
L18,L18 6
L18,L18 7
L18,L18 8
L18,L18 9
L19,L19 0
L19,L19 1
L19,L19 2
L19,L19 3
L19,L19 4
L19,L19 5
L19,L19 6
L19,L19 7
L19,L19 8
L19,L19 9
L2,L2 0
L2,L2 1
L2,L2 2
L2,L2 3
L2,L2 4
L2,L2 5
L2,L2 6
L2,L2 7
L2,L2 8
L2,L2 9
L20,L20 0
L20,L20 1
L20,L20 2
L20,L20 3
L20,L20 4
L20,L20 5
L20,L20 6
L20,L20 7
L20,L20 8
L20,L20 9
L21,L21 0
L21,L21 1
L21,L21 2
L21,L21 3
L21,L21 4
L21,L21 5
L21,L21 6
L21,L21 7
L21,L21 8
L21,L21 9
L22,L22 0
L22,L22 1
L22,L22 2
L22,L22 3
L22,L22 4
L22,L22 5
L22,L22 6
L22,L22 7
L22,L22 8
L22,L22 9
L23,L23 0
L23,L23 1
L23,L23 2
L23,L23 3
L23,L23 4
L23,L23 5
L23,L23 6
L23,L23 7
L23,L23 8
L23,L23 9
L24,L24 0
L24,L24 1
L24,L24 2
L24,L24 3
L24,L24 4
L24,L24 5
L24,L24 6
L24,L24 7
L24,L24 8
L24,L24 9
L25,L25 0
L25,L25 1
L25,L25 2
L25,L25 3
L25,L25 4
L25,L25 5
L25,L25 6
L25,L25 7
L25,L25 8
L25,L25 9
L26,L26 0
L26,L26 1
L26,L26 2
L26,L26 3
L26,L26 4
L26,L26 5
L26,L26 6
L26,L26 7
L26,L26 8
L26,L26 9
L27,L27 0
L27,L27 1
L27,L27 2
L27,L27 3
L27,L27 4
L27,L27 5
L27,L27 6
L27,L27 7
L27,L27 8
L28,L28 0
L28,L28 1
L28,L28 3
L28,L28 4
L28,L28 5
L28,L28 6
L28,L28 7
L28,L28 8
L29,L29 1
L29,L29 3
L29,L29 5
L29,L29 6
L29,L29 7
L29,L29 8
L29,L29 9
L3,L3 0
L3,L3 1
L3,L3 2
L3,L3 3
L3,L3 4
L3,L3 5
L3,L3 6
L3,L3 7
L3,L3 8
L3,L3 9
L30,L30 0
L30,L30 1
L30,L30 2
L30,L30 3
L30,L30 4
L30,L30 5
L30,L30 6
L30,L30 7
L30,L30 8
L30,L30 9
L31,L31 0
L31,L31 1
L31,L31 2
L31,L31 3
L31,L31 4
L31,L31 5
L31,L31 6
L31,L31 7
L31,L31 8
L31,L31 9
L32,L32 0
L32,L32 1
L32,L32 2
L32,L32 3
L32,L32 4
L32,L32 5
L32,L32 6
L32,L32 7
L32,L32 8
L32,L32 9
L33,L33 0
L33,L33 1
L33,L33 2
L33,L33 3
L33,L33 4
L33,L33 5
L33,L33 6
L33,L33 7
L33,L33 8
L33,L33 9
L34,L34 0
L34,L34 1
L34,L34 2
L34,L34 3
L34,L34 4
L34,L34 5
L34,L34 6
L34,L34 7
L34,L34 8
L34,L34 9
L35,L35 0
L35,L35 1
L35,L35 2
L35,L35 3
L35,L35 4
L35,L35 5
L35,L35 6
L35,L35 7
L35,L35 8
L35,L35 9
L36,L36 0
L36,L36 1
L36,L36 2
L36,L36 3
L36,L36 4
L36,L36 5
L36,L36 6
L36,L36 7
L36,L36 8
L36,L36 9
L37,L37 0
L37,L37 1
L37,L37 2
L37,L37 3
L37,L37 4
L37,L37 5
L37,L37 6
L37,L37 7
L37,L37 8
L37,L37 9
L38,L38 0
L38,L38 1
L38,L38 3
L38,L38 4
L38,L38 5
L38,L38 6
L38,L38 7
L38,L38 8
L38,L38 9
L39,L39 0
L39,L39 1
L39,L39 2
L39,L39 3
L39,L39 4
L39,L39 5
L39,L39 6
L39,L39 7
L39,L39 8
L39,L39 9
L4,L4 0
L4,L4 1
L4,L4 2
L4,L4 3
L4,L4 4
L4,L4 5
L4,L4 6
L4,L4 7
L4,L4 8
L4,L4 9
L40,L40 0
L40,L40 1
L40,L40 2
L40,L40 3
L40,L40 4
L40,L40 5
L40,L40 6
L40,L40 7
L40,L40 8
L40,L40 9
L5,L5 0
L5,L5 1
L5,L5 2
L5,L5 3
L5,L5 4
L5,L5 5
L5,L5 6
L5,L5 7
L5,L5 8
L5,L5 9
L6,L6 0
L6,L6 1
L6,L6 2
L6,L6 3
L6,L6 4
L6,L6 5
L6,L6 6
L6,L6 7
L6,L6 8
L6,L6 9
L67,L67 1
L68,L68 0
L69,L69 1
L69,L69 2
L69,L69 3
L69,L69 4
L69,L69 5
L69,L69 7
L69,L69 8
L69,L69 9
L7,L7 0
L7,L7 1
L7,L7 2
L7,L7 3
L7,L7 4
L7,L7 5
L7,L7 6
L7,L7 7
L7,L7 8
L7,L7 9
L70,L70 1
L70,L70 2
L70,L70 8
L70,L70 9
L71,L71 2
L72,L72 0
L72,L72 1
L72,L72 8
L74,L74 4
L75,L75 1
L75,L75 2
L8,L8 0
L8,L8 1
L8,L8 2
L8,L8 3
L8,L8 4
L8,L8 5
L8,L8 6
L8,L8 7
L8,L8 8
L8,L8 9
L80,L80 4
L9,L9 0
L9,L9 1
L9,L9 2
L9,L9 3
L9,L9 4
L9,L9 5
L9,L9 6
L9,L9 7
L9,L9 8
L9,L9 9
LA1,LA1 1
LA1,LA1 2
LA1,LA1 3
LA1,LA1 4
LA1,LA1 5
LA1,LA1 9
LA10,LA10 5
LA11,LA11 6
LA11,LA11 7
LA11,LA11 9
LA12,LA12 0
LA12,LA12 2
LA12,LA12 7
LA12,LA12 8
LA12,LA12 9
LA13,LA13 0
LA13,LA13 9
LA14,LA14 1
LA14,LA14 2
LA14,LA14 3
LA14,LA14 4
LA14,LA14 5
LA14,LA14 9
LA15,LA15 8
LA16,LA16 7
LA17,LA17 7
LA18,LA18 4
LA18,LA18 5
LA18,LA18 9
LA19,LA19 5
LA2,LA2 0
LA2,LA2 6
LA2,LA2 7
LA2,LA2 8
LA2,LA2 9
LA20,LA20 6
LA21,LA21 8
LA22,LA22 0
LA22,LA22 9
LA23,LA23 1
LA23,LA23 2
LA23,LA23 3
LA23,LA23 9
LA3,LA3 1
LA3,LA3 2
LA3,LA3 3
LA4,LA4 4
LA4,LA4 5
LA4,LA4 6
LA4,LA4 9
LA5,LA5 0
LA5,LA5 5
LA5,LA5 8
LA5,LA5 9
LA6,LA6 1
LA6,LA6 2
LA6,LA6 3
LA7,LA7 7
LA8,LA8 0
LA8,LA8 8
LA8,LA8 9
LA9,LA9 4
LA9,LA9 5
LA9,LA9 6
LA9,LA9 7
LA9,LA9 9
LD1,LD1 5
LD1,LD1 6
LD1,LD1 9
LD2,LD2 3
LD2,LD2 9
LD3,LD3 0
LD3,LD3 3
LD3,LD3 7
LD3,LD3 8
LD3,LD3 9
LD4,LD4 4
LD5,LD5 4
LD6,LD6 5
LD7,LD7 1
LD7,LD7 9
LD8,LD8 2
LE1,LE1 1
LE1,LE1 2
LE1,LE1 3
LE1,LE1 4
LE1,LE1 5
LE1,LE1 6
LE1,LE1 7
LE1,LE1 8
LE1,LE1 9
LE10,LE10 0
LE10,LE10 1
LE10,LE10 2
LE10,LE10 3
LE10,LE10 9
LE11,LE11 1
LE11,LE11 2
LE11,LE11 3
LE11,LE11 4
LE11,LE11 5
LE11,LE11 9
LE12,LE12 5
LE12,LE12 6
LE12,LE12 7
LE12,LE12 8
LE12,LE12 9
LE13,LE13 0
LE13,LE13 1
LE13,LE13 9
LE14,LE14 2
LE14,LE14 3
LE14,LE14 4
LE15,LE15 0
LE15,LE15 6
LE15,LE15 7
LE15,LE15 8
LE15,LE15 9
LE16,LE16 0
LE16,LE16 7
LE16,LE16 8
LE16,LE16 9
LE17,LE17 4
LE17,LE17 5
LE17,LE17 6
LE17,LE17 9
LE18,LE18 1
LE18,LE18 2
LE18,LE18 3
LE18,LE18 4
LE18,LE18 9
LE19,LE19 0
LE19,LE19 1
LE19,LE19 2
LE19,LE19 3
LE19,LE19 4
LE19,LE19 9
LE2,LE2 0
LE2,LE2 1
LE2,LE2 2
LE2,LE2 3
LE2,LE2 4
LE2,LE2 5
LE2,LE2 6
LE2,LE2 7
LE2,LE2 8
LE2,LE2 9
LE21,LE21 3
LE21,LE21 4
LE21,LE21 9
LE3,LE3 0
LE3,LE3 1
LE3,LE3 2
LE3,LE3 3
LE3,LE3 4
LE3,LE3 5
LE3,LE3 6
LE3,LE3 7
LE3,LE3 8
LE3,LE3 9
LE4,LE4 0
LE4,LE4 1
LE4,LE4 2
LE4,LE4 3
LE4,LE4 4
LE4,LE4 5
LE4,LE4 6
LE4,LE4 7
LE4,LE4 8
LE4,LE4 9
LE41,LE41 9
LE5,LE5 0
LE5,LE5 1
LE5,LE5 2
LE5,LE5 3
LE5,LE5 4
LE5,LE5 5
LE5,LE5 6
LE5,LE5 9
LE6,LE6 0
LE65,LE65 1
LE65,LE65 2
LE65,LE65 9
LE67,LE67 0
LE67,LE67 1
LE67,LE67 2
LE67,LE67 3
LE67,LE67 4
LE67,LE67 5
LE67,LE67 6
LE67,LE67 8
LE67,LE67 9
LE7,LE7 1
LE7,LE7 2
LE7,LE7 3
LE7,LE7 4
LE7,LE7 7
LE7,LE7 9
LE8,LE8 0
LE8,LE8 4
LE8,LE8 5
LE8,LE8 6
LE8,LE8 8
LE8,LE8 9
LE87,LE87 2
LE87,LE87 4
LE9,LE9 0
LE9,LE9 1
LE9,LE9 2
LE9,LE9 3
LE9,LE9 4
LE9,LE9 6
LE9,LE9 7
LE9,LE9 8
LE9,LE9 9
LE94,LE94 0
LE95,LE95 2
LL11,LL11 0
LL11,LL11 1
LL11,LL11 2
LL11,LL11 3
LL11,LL11 4
LL11,LL11 5
LL11,LL11 6
LL12,LL12 0
LL12,LL12 7
LL12,LL12 8
LL12,LL12 9
LL13,LL13 0
LL13,LL13 7
LL13,LL13 8
LL13,LL13 9
LL14,LL14 1
LL14,LL14 2
LL14,LL14 3
LL14,LL14 4
LL14,LL14 5
LL14,LL14 6
LL15,LL15 1
LL15,LL15 2
LL15,LL15 9
LL16,LL16 3
LL16,LL16 4
LL16,LL16 5
LL16,LL16 9
LL17,LL17 0
LL18,LL18 1
LL18,LL18 2
LL18,LL18 3
LL18,LL18 4
LL18,LL18 5
LL18,LL18 6
LL18,LL18 9
LL19,LL19 0
LL19,LL19 7
LL19,LL19 8
LL19,LL19 9
LL20,LL20 7
LL20,LL20 8
LL20,LL20 9
LL21,LL21 0
LL21,LL21 1
LL21,LL21 9
LL22,LL22 7
LL22,LL22 8
LL22,LL22 9
LL23,LL23 7
LL23,LL23 9
LL24,LL24 0
LL25,LL25 0
LL26,LL26 0
LL26,LL26 9
LL27,LL27 0
LL28,LL28 4
LL28,LL28 5
LL29,LL29 0
LL29,LL29 6
LL29,LL29 7
LL29,LL29 8
LL29,LL29 9
LL30,LL30 1
LL30,LL30 2
LL30,LL30 3
LL30,LL30 9
LL31,LL31 9
LL32,LL32 8
LL33,LL33 0
LL34,LL34 6
LL35,LL35 0
LL36,LL36 0
LL36,LL36 9
LL37,LL37 2
LL38,LL38 2
LL39,LL39 1
LL40,LL40 1
LL40,LL40 2
LL41,LL41 3
LL41,LL41 4
LL41,LL41 9
LL42,LL42 1
LL43,LL43 2
LL44,LL44 2
LL45,LL45 2
LL46,LL46 2
LL47,LL47 6
LL48,LL48 6
LL49,LL49 0
LL49,LL49 9
LL51,LL51 9
LL52,LL52 0
LL53,LL53 5
LL53,LL53 6
LL53,LL53 7
LL53,LL53 8
LL53,LL53 9
LL54,LL54 5
LL54,LL54 6
LL54,LL54 7
LL55,LL55 1
LL55,LL55 2
LL55,LL55 3
LL55,LL55 4
LL55,LL55 9
LL56,LL56 4
LL57,LL57 1
LL57,LL57 2
LL57,LL57 3
LL57,LL57 4
LL57,LL57 9
LL58,LL58 8
LL59,LL59 5
LL60,LL60 6
LL61,LL61 5
LL61,LL61 6
LL62,LL62 5
LL63,LL63 5
LL64,LL64 5
LL65,LL65 1
LL65,LL65 2
LL65,LL65 3
LL65,LL65 4
LL66,LL66 0
LL66,LL66 9
LL67,LL67 0
LL68,LL68 0
LL68,LL68 9
LL69,LL69 9
LL70,LL70 9
LL71,LL71 7
LL71,LL71 8
LL72,LL72 8
LL73,LL73 8
LL74,LL74 8
LL75,LL75 7
LL75,LL75 8
LL76,LL76 8
LL77,LL77 7
LL77,LL77 8
LL77,LL77 9
LL78,LL78 7
LL78,LL78 8
LN1,LN1 1
LN1,LN1 2
LN1,LN1 3
LN1,LN1 4
LN1,LN1 5
LN1,LN1 6
LN10,LN10 5
LN10,LN10 6
LN11,LN11 0
LN11,LN11 1
LN11,LN11 7
LN11,LN11 8
LN11,LN11 9
LN12,LN12 1
LN12,LN12 2
LN12,LN12 9
LN13,LN13 0
LN13,LN13 3
LN13,LN13 9
LN2,LN2 1
LN2,LN2 2
LN2,LN2 3
LN2,LN2 4
LN2,LN2 5
LN3,LN3 4
LN3,LN3 5
LN4,LN4 1
LN4,LN4 2
LN4,LN4 3
LN4,LN4 4
LN5,LN5 0
LN5,LN5 5
LN5,LN5 7
LN5,LN5 8
LN5,LN5 9
LN6,LN6 0
LN6,LN6 3
LN6,LN6 4
LN6,LN6 5
LN6,LN6 6
LN6,LN6 7
LN6,LN6 8
LN6,LN6 9
LN7,LN7 6
LN8,LN8 2
LN8,LN8 3
LN8,LN8 5
LN8,LN8 6
LN8,LN8 9
LN9,LN9 5
LN9,LN9 6
LN9,LN9 9
LS1,LS1 1
LS1,LS1 2
LS1,LS1 3
LS1,LS1 4
LS1,LS1 5
LS1,LS1 6
LS1,LS1 7
LS1,LS1 8
LS1,LS1 9
LS10,LS10 1
LS10,LS10 2
LS10,LS10 3
LS10,LS10 4
LS10,LS10 9
LS11,LS11 0
LS11,LS11 1
LS11,LS11 5
LS11,LS11 6
LS11,LS11 7
LS11,LS11 8
LS11,LS11 9
LS12,LS12 1
LS12,LS12 2
LS12,LS12 3
LS12,LS12 4
LS12,LS12 5
LS12,LS12 6
LS12,LS12 9
LS13,LS13 1
LS13,LS13 2
LS13,LS13 3
LS13,LS13 4
LS13,LS13 9
LS14,LS14 1
LS14,LS14 2
LS14,LS14 3
LS14,LS14 5
LS14,LS14 6
LS14,LS14 9
LS15,LS15 0
LS15,LS15 4
LS15,LS15 5
LS15,LS15 7
LS15,LS15 8
LS15,LS15 9
